id,date,location,lat,lon,fatalities,type,trigger,state,location_accuracy,source,label,elevation,slope,aspect,slope_max_nbhd,slope_mean_nbhd,relief_nbhd,dist_to_road_m,ndvi,rain_1d,rain_3d,rain_7d,rain_15d,rain_30d,soil_moisture_surface,soil_moisture_subsurface,vv_anomaly,factor_of_safety
GLC7263,2015-07-22,"15 kms from Maram, National Highway-102/A (Maram Peren road)",25.4477,94.0489,0.0,landslide,continuous_rain,Manipur,1km,nasa_glc,1,1323,27,326,45,27.96051642871783,255,97.4096131674954,4709.5,25.05499953776598,38.77499917894602,167.974996346049,189.69499585125595,257.0174944670871,0.38829535245895386,0.402038037776947,3.6185167384553933,0.5832883274724565
GLC7264,2015-07-22,22 kms to 30 kms between Sangkungmai and Willong,25.4538,93.9827,0.0,landslide,continuous_rain,Manipur,5km,nasa_glc,1,1792,17,282,50,32.402618248050544,372,74.3699916539002,4058.5,32.76999924425036,48.78999884240329,167.27499587275088,192.96499530412257,283.5359931336716,0.38829535245895386,0.402038037776947,6.015611661834908,0.5358388574806942
GLC7253,2015-07-22,Lakhipur,24.7979,92.9974,5.0,landslide,continuous_rain,Assam,5km,nasa_glc,1,29,1,66,6,1.9814700361671937,10,626.0247587377875,3285.0,43.44999856501818,85.58499791659415,167.8749959152192,225.3449944742024,370.8004920342937,0.4957248568534851,0.4895586371421814,3.3475524508713725,3.9226554000009357
GLC7265,2015-07-22,Willong-Yangkhullen stretch,25.5007,93.9854,0.0,landslide,continuous_rain,Manipur,5km,nasa_glc,1,1441,16,175,36,22.875547765118306,239,23.16840104071494,6013.5,28.334999404847622,43.8149989079684,159.55499605834484,199.85999509412795,257.9459936013445,0.332497775554657,0.3337664008140564,3.644150302797592,0.768196404601822
GLC7266,2015-07-22,Yangkhullen-Tamphung road till Nagaland border,25.5098,93.8794,0.0,landslide,continuous_rain,Manipur,10km,nasa_glc,1,1653,14,281,21,11.76459008932127,102,28.09951946780753,5624.0,34.70999936759472,47.88499905541539,142.91999629419297,167.71499591879547,220.30949449166656,0.36980170011520386,0.3815874457359314,3.4230877210003143,1.259166054388442
GLC7279,2015-07-24,Tamenglong Ward No-IV,24.9818,93.5142,0.0,mudslide,monsoon,Manipur,50km,nasa_glc,1,1254,6,54,33,14.416783808185047,150,227.2105750674338,5123.0,32.18499948922545,73.92999822366983,154.11499676201493,198.46999596618116,282.3124938812107,0.35339024662971497,0.34808048605918884,-1.1715287836255053,0.8166250512293349
GLC7276,2015-07-25,,26.1062,91.8717,2.0,landslide,continuous_rain,Assam,5km,nasa_glc,1,247,14,251,38,19.84523944299785,181,603.8757605942368,8338.0,52.904998702928424,68.849998251535,131.87999675795436,201.6449949881062,336.8274923954159,0.41726306080818176,0.43375131487846375,,0.6564013518913275
GLC7364,2015-07-31,Phungyar road,24.819,94.3551,0.0,landslide,continuous_rain,Manipur,10km,nasa_glc,1,1578,30,256,39,26.039089587934416,303,14.856763054657046,4395.333333333333,37.03999938070774,41.0899992287159,56.81999890971929,140.6299972841516,265.696994506754,0.35509416460990906,0.3511456847190857,,0.6915249666479737
GLC7372,2015-07-31,Naga Gate along the Ukhrul-Imphal route,25.0634,94.3415,0.0,mudslide,continuous_rain,Manipur,10km,nasa_glc,1,1762,23,276,37,18.5111283673446,175,27.285203139645517,3182.6666666666665,35.39499908126891,41.30999897327274,70.69999813195318,149.55499622505158,245.55249454453588,0.3664657771587372,0.37317174673080444,,0.7177803615221885
GLC7370,2015-08-01,between Moltuk to New Songjang village,24.1419,94.1078,0.0,landslide,continuous_rain,Manipur,5km,nasa_glc,1,1158,29,224,36,18.84383413489196,169,1649.1425706148266,1936.6666666666667,80.98499846458435,205.4899957496673,248.52499487623572,334.0099928257987,522.7899893270805,0.40277108550071716,0.4124740958213806,,0.7041239098289731
GLC7385,2015-08-01,"Holenjang, Chandel district",24.004,93.9815,0.0,landslide,continuous_rain,Manipur,10km,nasa_glc,1,1480,27,93,47,31.290977564840848,341,7318.030403707503,2054.0,51.91499875858426,142.82499672099948,195.5399953443557,281.1949929194525,431.839988630265,0.40638741850852966,0.41725391149520874,,0.551150960041914
GLC7369,2015-08-01,between Chalong and Paraolon,24.1988,94.1016,0.0,landslide,continuous_rain,Manipur,10km,nasa_glc,1,1357,30,308,54,28.70349071251943,254,82.393632479311,3857.3333333333335,80.98499846458435,205.4899957496673,248.52499487623572,334.0099928257987,522.7899893270805,0.40277108550071716,0.4124740958213806,,0.5023219903256007
GLC7383,2015-08-01,"Tuitung village, Khengjoi",23.899,94.1434,0.0,landslide,rain,Manipur,5km,nasa_glc,1,271,9,99,31,14.707926042050905,118,3415.939033017665,7671.666666666667,42.089998551644385,135.4599966527894,198.4899950288236,310.2249924354255,498.02998890634626,0.3791275918483734,0.38723224401474,,0.8409384826865236
GLC7373,2015-08-01,between Maku village and Kamjong sub division,24.9111,94.4759,0.0,landslide,continuous_rain,Manipur,10km,nasa_glc,1,1806,27,23,48,28.152709810198942,292,39.26395238963737,2376.6666666666665,54.72499852254987,96.38999760895967,114.43499715905637,171.5399958603084,321.3399926563725,0.36482247710227966,0.36314624547958374,,0.5668547572788065
GLC7389,2015-08-01,between Bongyang and Lokchao along the Imphal-Moreh highway,24.4072,94.0644,0.0,landslide,continuous_rain,Manipur,5km,nasa_glc,1,1142,31,3,37,21.13772001331851,252,8.202290428657934,4998.0,55.039998586289585,108.56999739911407,156.32999632135034,270.494993862696,415.9649907676503,0.40147027373313904,0.4192909598350525,,0.6870086471181442
GLC7371,2015-08-01,near S Lamphei Lamkhai and Sehlon village,23.9939,94.0573,0.0,landslide,continuous_rain,Manipur,50km,nasa_glc,1,970,16,355,42,25.331048781892534,182,5858.722544898738,3215.6666666666665,44.6549991639331,140.04999701213092,194.75999562162906,277.72499366570264,451.534988919273,0.40638741850852966,0.41725391149520874,,0.6068378491649298
GLC7388,2015-08-01,Senam,24.416,94.0984,0.0,landslide,continuous_rain,Manipur,5km,nasa_glc,1,1399,20,248,35,22.789041064437995,232,1568.1906491474283,4128.333333333333,55.039998586289585,108.56999739911407,156.32999632135034,270.494993862696,415.9649907676503,0.40145882964134216,0.41525501012802124,,0.7247870740979065
GLC7374,2015-08-01,Ukhrul town Circular road from Rayotang to Viewland Zone II,25.1122,94.3591,0.0,landslide,continuous_rain,Manipur,10km,nasa_glc,1,1847,16,278,30,13.776669102201103,120,86.18826325916334,3641.3333333333335,45.139998875558376,83.63499806821346,102.33999752998352,177.86499539855868,273.22999313566834,0.36564263701438904,0.3700088858604431,,0.8843417476306619
GLC7409,2015-08-02,Meluri Sub-Division in Phek District of Nagaland,25.72,94.6219,0.0,landslide,continuous_rain,Nagaland,10km,nasa_glc,1,1692,46,214,56,35.50776466311472,391,1030.9976836788178,7613.666666666667,8.721499912440777,61.05149879399687,65.0814986974001,210.96649554371834,344.15649267472327,0.3911046087741852,0.4059032201766968,,0.49850041214258645
GLC7666,2015-08-11,Tousem,25.1019,93.3729,0.0,landslide,continuous_rain,Manipur,5km,nasa_glc,1,1145,6,248,46,19.51884918369678,134,9771.19783690562,3785.0,2.049999985843897,21.9549996573478,57.689999382942915,171.4994970941916,400.4694913206622,0.39638882875442505,0.4142232835292816,,0.5672872327822365
GLC7664,2015-08-11,Nungba,24.7459,93.4251,0.0,landslide,continuous_rain,Manipur,10km,nasa_glc,1,768,4,25,50,24.922270182388576,188,53.28557112289394,4487.0,4.03499994892627,55.574998698197305,91.36499739158899,215.08499481435865,426.2199901230633,0.3711622357368469,0.3809133470058441,,0.5453622606212944
GLC7665,2015-08-11,Khoupum,24.7016,93.5291,0.0,landslide,continuous_rain,Manipur,5km,nasa_glc,1,666,15,20,57,24.19268125071585,265,151.123055575508,5133.5,4.199999913573265,36.169999258592725,87.45499815326184,234.42449474241585,455.33948910888284,0.38274747133255005,0.3986745774745941,,0.49834395161384365
GLC7660,2015-08-12,Phesama village,25.6237,94.1136,0.0,mudslide,continuous_rain,Nagaland,5km,nasa_glc,1,1580,26,64,44,22.184772970146213,250,46.258472901737456,1919.0,3.799999922513962,46.104998864233494,73.55999825056642,198.82949454151094,417.9394892677665,0.3929027318954468,0.38651958107948303,-2.339073435386684,0.5916625448201234
GLC7887,2015-08-16,Hawai,27.8835,96.9262,0.0,landslide,continuous_rain,Arunachal Pradesh,50km,nasa_glc,1,908,33,230,60,28.327125614363577,363,452.19445431783316,7909.333333333333,0.0,0.14499999582767487,3.144999934360385,128.61599653679878,245.7109932890162,0.37077686190605164,0.3902343809604645,5.449311213450809,0.49539600852871657
GLC7335,2015-08-18,Tura Civil Hospital,25.5145,90.2023,0.0,landslide,continuous_rain,Meghalaya,1km,nasa_glc,1,310,11,314,28,12.292250275922502,93,81.79733536188367,5686.666666666667,49.80499891471118,51.21499884407967,72.48499813396484,105.30999722331762,293.38599271979183,0.4268985986709595,0.4420297145843506,0.9763454271148193,0.8714094613327173
GLC7334,2015-08-18,Arunachal Pradesh,28.1737,94.7596,1.0,landslide,unknown,Arunachal Pradesh,unknown,nasa_glc,1,559,29,71,38,23.947063073075853,259,1505.0167680556553,5896.666666666667,4.629999801516533,16.00499963015318,38.479999407194555,69.09999877493829,179.99199566897005,0.29447901248931885,0.28696227073669434,-2.285591386571614,0.7605070208432525
GLC7701,2015-08-19,Phesama,25.6278,94.1051,0.0,landslide,continuous_rain,Nagaland,5km,nasa_glc,1,1528,18,57,38,21.633055163945613,227,29.38601755050959,3063.3333333333335,0.17999999597668648,0.8099999837577343,27.394999546930194,103.85999768413603,304.4444925840944,0.37248310446739197,0.3729746639728546,-3.764561717567318,0.6943692098853023
GLC7699,2015-08-19,Zunheboto district,26.0214,94.5224,0.0,landslide,continuous_rain,Nagaland,50km,nasa_glc,1,1660,22,252,44,25.026038184805373,265,397.87899340322883,5285.0,5.0849998174235225,10.174999635666609,12.164999589323997,98.79999778978527,283.3774931160733,0.3674210011959076,0.39066341519355774,3.5070582682918667,0.6091422459894472
GLC7589,2015-08-19,National Highway 44,25.2568,92.3825,0.0,landslide,rain,Meghalaya,25km,nasa_glc,1,789,7,198,26,12.468472063854042,128,44.2516585913671,4105.0,37.39499904960394,38.07999902963638,53.664998655207455,135.10499651078135,252.8489941181615,0.40922245383262634,0.4000551998615265,1.0210587939613784,0.9618938405669212
GLC7590,2015-08-19,Tongseng,25.1416,92.3807,0.0,landslide,rain,Meghalaya,5km,nasa_glc,1,174,14,73,28,14.836660844948234,155,142.60912312658849,4202.0,19.08499963954091,20.98999959230423,52.94499875884503,137.30499681737274,280.91799336858094,0.4733360707759857,0.49590709805488586,4.061995739500081,0.8426284383565738
GLC7706,2015-08-19,National Highway at Kuliang,25.0728,92.3636,0.0,landslide,rain,Meghalaya,5km,nasa_glc,1,133,6,292,29,18.425341433334854,171,37.903705423269116,4692.333333333333,14.259999817237258,14.689999809488654,66.27999891899526,219.98499522544444,381.28799222875386,0.47579655051231384,0.463913232088089,-1.3405265123846135,0.8140998393630821
GLC7336,2015-08-19,NH-62 at Sibbari,25.2193,90.5549,0.0,landslide,continuous_rain,Meghalaya,10km,nasa_glc,1,263,11,332,29,13.779241516966067,94,17.283861950771335,7835.666666666667,76.05999845266342,89.95999803300947,134.41499724332243,173.77999662421644,344.76699244137853,0.4330643117427826,0.44744518399238586,0.5291540222734312,0.8343390302164475
GLC7727,2015-08-20,between Phesama and Kuima in Nagaland,25.6263,94.1057,0.0,landslide,continuous_rain,Nagaland,5km,nasa_glc,1,1521,20,82,36,21.97995953257855,196,62.732214234346124,2265.6666666666665,6.734999825246632,7.159999811090529,29.669999436475337,107.68999762274325,304.4344925833866,0.3727447986602783,0.3711611032485962,1.5649453559311919,0.7315007205713273
GLC7728,2015-08-22,Natonal Highway in Jorabat area,26.1028,91.8806,0.0,landslide,continuous_rain,Assam,5km,nasa_glc,1,133,15,142,30,15.286346704708853,144,26.69998762706231,5857.5,9.034999832510948,138.4549974091351,195.95499582309276,296.3949938835576,439.5629904558882,0.4346581995487213,0.4483674466609955,3.871556488558591,0.8051554706175859
GLC7780,2015-08-26,Sailam village,23.3572,92.7878,1.0,landslide,continuous_rain,Mizoram,5km,nasa_glc,1,1375,3,47,45,23.766460619530495,204,805.279287539922,5551.5,25.924999244511127,118.58499836921692,280.974994613789,349.9449938740581,737.0324851321056,0.3889619708061218,0.4065045416355133,1.6798624046234139,0.5828467371697399
GLC7778,2015-08-26,Phullen’s main road,23.8447,93.0514,0.0,mudslide,continuous_rain,Mizoram,10km,nasa_glc,1,1075,32,260,42,23.033304503257803,247,17.968585805648335,7566.0,32.54499902576208,161.35499545745552,223.22499387525022,244.8249933756888,556.4609856391326,0.4085657000541687,0.42683306336402893,-0.5488837183524842,0.6052352724051041
GLC7836,2015-08-27,"National Highway 54, at Kawnpui town",24.042,92.6724,0.0,landslide,downpour,Mizoram,10km,nasa_glc,1,812,8,93,65,11.211046250561282,122,12.227950585730207,4027.0,104.12499830126762,166.6599968522787,278.65999557077885,345.06999425496906,680.2734856121242,0.3903968036174774,0.40744850039482117,0.6947320865405482,0.49215837279123936
GLC7933,2015-09-01,Maligaon,26.1868,91.6739,2.0,rock_fall,rain,Assam,1km,nasa_glc,1,48,1,0,10,2.4268530044132626,15,256.46213400538056,6309.0,37.574998900294304,117.08999730926007,159.44499654136598,438.8199902269989,580.029985865578,0.42607441544532776,0.43441128730773926,1.5277166942770206,2.4430419588636605
GLC7923,2015-09-01,Amingaon,26.49349035,91.72137514,2.0,landslide,rain,Assam,10km,nasa_glc,1,63,1,270,6,2.139360909891002,10,907.4615063289212,5350.333333333333,22.679999440908432,162.58499596640468,192.74999521113932,375.9199902191758,422.1499890377745,0.4190477430820465,0.39429211616516113,1.1963527762954005,4.117736129166651
GLC7956,2015-09-05,Byrnihat,26.048,91.8695,0.0,landslide,unknown,Meghalaya,1km,nasa_glc,1,73,10,150,18,5.206613349041645,39,44.79387965659698,3768.0,16.809999633580446,53.74499904271215,167.94249702524394,305.3824932714924,687.702484915033,0.4410201609134674,0.45984122157096863,-1.062075411656516,1.3254778535364502
GLC8012,2015-09-06,"Umling, Meghalaya 793102, India",25.9703,91.8584,0.0,landslide,unknown,Meghalaya,1km,nasa_glc,1,289,12,140,34,14.47453554142437,118,63.91556628019306,7738.666666666667,36.75999891757965,95.35499822720885,220.44499504566193,399.8149915728718,901.0799801312387,0.44129323959350586,0.44693127274513245,-1.0065708679279544,0.7063886976229508
GLC8224,2015-09-14,"Aizawl, Mizoram, India",23.7313,92.7187,0.0,landslide,downpour,Mizoram,5km,nasa_glc,1,1022,23,63,42,21.840563816032503,201,140.9118491497353,3112.0,4.529999827966094,19.83499946258962,42.619998721405864,121.62799762003124,409.67299048416317,0.364210844039917,0.3801170885562897,-7.544585234918038,0.6378674459531767
GLC8223,2015-09-14,"Aizawl, Mizoram, India",23.7348,92.7187,0.0,landslide,downpour,Mizoram,5km,nasa_glc,1,1041,14,27,40,20.712529578115078,189,88.75199844618037,2409.0,4.529999827966094,19.83499946258962,42.619998721405864,121.62799762003124,409.67299048416317,0.364210844039917,0.3801170885562897,-3.416229774287195,0.6677478176898133
GLC8339,2015-09-23,Kamakhya Temple,26.1666,91.7042,0.0,landslide,continuous_rain,Assam,1km,nasa_glc,1,231,14,219,34,12.884100939232775,100,752.4169443394162,7358.5,74.59999859333038,107.16499798744917,122.18499758001417,180.73999638762325,429.0879908911884,0.41924962401390076,0.42454564571380615,-0.9014104723316054,0.728037688441566
GLC8366,2015-09-23,"Shillong, Meghalaya, India",25.583,91.893,2.0,landslide,downpour,Meghalaya,5km,nasa_glc,1,1454,5,260,16,5.614124068914538,29,473.8134665678647,5445.5,74.6549980044365,117.20499688852578,165.404995826073,301.5149919940159,700.4054827801883,0.41979512572288513,0.40667760372161865,0.7901496938489672,1.5402573251539193
GLC9405,2016-04-19,"Techahan Ward, Mon, Nagaland, India",26.7223,95.0243,0.0,landslide,continuous_rain,Nagaland,1km,nasa_glc,1,689,12,32,36,12.212175812790683,59,263.43811055075474,4457.5,17.729999830015004,36.34499921929091,62.60999843943864,112.2799970889464,161.26949596218765,0.3334037661552429,0.32918989658355713,-0.6938231198480187,0.7673703573007222
GLC7655,2016-04-22,"Tawang, Arunachal Pradesh",27.5799,91.8569,17.0,landslide,continuous_rain,Arunachal Pradesh,5km,nasa_glc,1,2741,27,259,43,24.439811814138526,306,760.0413336046158,4818.5,35.29499949980527,62.61499910894781,86.61499816272408,123.01999734900892,167.73449627961963,0.3268515467643738,0.3218175172805786,0.7618259595297481,0.6507463744909935
GLC9404,2016-05-01,"Hayuliang, Anjaw district,Arunachal Pradesh, India",28.0822,96.5316,0.0,landslide,downpour,Arunachal Pradesh,1km,nasa_glc,1,554,25,286,52,16.88250016685577,213,51.55413966672962,3719.0,20.82499942276627,85.64999790396541,123.37999683432281,274.94499259255826,564.5369865484536,0.39759355783462524,0.4166722297668457,3.01075411840045,0.5165151348592341
GLC9335,2016-05-18,"Bilaipur, Hailakandi district, Assam, India",24.5202,92.7239,2.0,landslide,continuous_rain,Assam,1km,nasa_glc,1,47,2,253,5,2.051802060152791,11,64.63305148333353,6249.5,144.23499511927366,162.9649946950376,262.0999927315861,327.0499909417704,694.5899819042534,0.3584388792514801,0.3663669526576996,-0.26850161655051874,5.400636247133708
GLC9338,2016-05-18,"Sonachirra, Karimganj district, Assam, India",24.4638,92.4943,5.0,landslide,continuous_rain,Assam,10km,nasa_glc,1,87,14,8,24,11.461234794583426,64,525.9494803402832,7599.5,118.50499889999628,141.32999893371016,251.68499698583037,344.76499469857663,669.7444865312427,0.35855332016944885,0.3598056733608246,0.8938161848320139,1.1173902811409981
GLC9334,2016-05-18,"Bilaipur, Hailakandi district, Assam, India",24.5204,92.7264,2.0,landslide,continuous_rain,Assam,1km,nasa_glc,1,47,2,15,7,2.1279936685630387,13,157.80084891364967,6430.0,144.23499511927366,162.9649946950376,262.0999927315861,327.0499909417704,694.5899819042534,0.3584388792514801,0.3663669526576996,0.29907833863352096,3.856111829147395
GLC9168,2016-06-12,"NH 13 10 kilometers from Old Ziro, Arunachal Pradesh, India",27.6438,93.871,0.0,landslide,downpour,Arunachal Pradesh,10km,nasa_glc,1,1678,27,279,52,26.486642542830964,309,19.689373455699066,2067.3333333333335,2.0649999268352985,26.59499929752201,63.794998332858086,212.38049429375678,405.2454896941781,0.36791178584098816,0.3852112293243408,-2.7676022682485204,0.5318769284181086
GLC9142,2016-06-14,"lower Majakong Ward, Mokokchung, Nagaland, India",26.3185,94.5247,0.0,landslide,continuous_rain,Nagaland,1km,nasa_glc,1,1169,9,98,43,16.87950459358368,183,689.1857829335169,2472.0,29.15999934077263,109.20999670494348,177.32999501843005,205.92349409405142,392.26348970551044,0.39471080899238586,0.4054066240787506,,0.602540992082346
GLC8222,2016-06-22,"Piyali Phukan Nagar, Guwahati, India",26.1961,91.7825,1.0,mudslide,downpour,Assam,5km,nasa_glc,1,117,10,115,34,15.777884626262844,87,1386.6153989567183,5917.0,12.529999792575836,15.859999656677246,162.75499602779746,269.31499315053225,339.2559920651838,0.39437419176101685,0.39768195152282715,-0.7929354556263366,0.7524678007571706
GLC8237,2016-07-01,"Old Inspection Bungalow, Bhalukpong town, West Kameng, Arunachal Pradesh, India",27.0136,92.6351,5.0,landslide,downpour,Arunachal Pradesh,1km,nasa_glc,1,225,4,154,22,4.772066587289106,41,226.46338579972416,6076.666666666667,18.90999948233366,104.93499787151814,134.54999711737037,276.4049940118566,452.14399000257254,0.460829496383667,0.46593961119651794,,1.0700115652380893
GLC8900,2016-07-07,"Imphal-Ukhrul sector of National Highway 102, Manipur, India",25.0118,94.3136,0.0,landslide,monsoon,Manipur,25km,nasa_glc,1,1390,12,350,33,18.108282292714133,144,69.34086272276342,5373.5,0.019999999552965164,8.719999817200005,99.03449866361916,146.5194972064346,344.81949199270457,0.3717794120311737,0.3967830240726471,,0.7978670343610232
GLC8684,2016-07-07,"Kamrup district, Assam, India",25.9611,91.3681,2.0,landslide,continuous_rain,Assam,50km,nasa_glc,1,183,2,73,29,11.839230045458148,68,8273.821482736344,7139.0,23.46499979123473,63.224998869001865,181.19799648504704,276.08299420028925,526.0479895761237,0.42020317912101746,0.4315158426761627,0.028643134701714423,0.8497088760573106
GLC8901,2016-07-10,"National Highway 2, near Kohima, Nagaland, India",25.7902,94.1318,0.0,landslide,downpour,Nagaland,25km,nasa_glc,1,1288,14,88,29,14.05784317064587,113,81.95966769023657,5602.5,2.1599999368190765,4.439999846741557,54.734998589381576,168.56099533569068,383.9909903658554,0.39351052045822144,0.3945806920528412,,0.8816082476597511
GLC8930,2016-07-11,"North Point Colony, Akuluto, Nagaland, India",26.1699,94.4922,0.0,landslide,unknown,Nagaland,1km,nasa_glc,1,1177,25,313,43,25.16514280541348,171,277.1332295986745,6585.0,4.224999874830246,27.519999240525067,89.90999719221145,230.35649329517037,443.9664884628728,0.40025192499160767,0.4202849268913269,,0.5986047333176154
GLC8995,2016-07-14,"Noonmati Nijarapar area of the city, Guwahati, Assam, India",26.1963,91.8074,1.0,landslide,monsoon,Assam,5km,nasa_glc,1,169,16,127,28,13.670480005431457,95,1639.5185651246736,6504.666666666667,2.8799999803304672,13.61499984562397,117.19499785453081,275.6304937871173,454.3654903387651,0.36709606647491455,0.37026557326316833,-3.0140671991041454,0.9459148140016166
GLC8996,2016-07-14,"Pub Sarania hill, South Sarania, Guwahati, Assam, India",26.1768,91.7702,1.0,landslide,monsoon,Assam,1km,nasa_glc,1,109,32,107,40,14.760019461857025,132,302.9071075157254,2789.6666666666665,1.3149999473243952,12.054999782703817,128.62999879661947,304.52949478290975,506.7044898485765,0.4031335115432739,0.4115673005580902,-5.727570494711379,0.6370200273159778
GLC9051,2016-07-19,"12th Mile area at Jorabat, Meghalaya, India",26.09748244,91.8744337,0.0,landslide,unknown,Meghalaya,25km,nasa_glc,1,206,10,36,46,20.652494395253516,195,263.1706904318959,5508.666666666667,7.484999906271696,75.2449990119785,136.48499756213278,303.89499409589916,505.4034900525585,0.435853511095047,0.4547782838344574,,0.5420414954154915
GLC9124,2016-07-19,"Rongthragittim Songittal village, near Sibbari, South Garo Hills District, Meghalaya, India",25.203,90.5573,0.0,translational_slide,continuous_rain,Meghalaya,5km,nasa_glc,1,152,18,232,54,21.818699307559804,166,1415.146763638515,4076.6666666666665,47.21999924629927,84.36999852396548,166.6299964003265,303.1099926130846,522.6304878927767,0.44393685460090637,0.4614730775356293,,0.4825094784558466
GLC9186,2016-07-25,"Imphal-Dimapur road  in Tadubi, Senapati district, Manipur, India",25.48,94.1383,0.0,landslide,continuous_rain,Manipur,1km,nasa_glc,1,1698,18,128,27,15.478569152326326,132,101.16411279244852,4873.5,2.514999928884208,18.769999468699098,30.669999214820564,107.01999767776579,271.94349455367774,0.3935660421848297,0.4087081849575043,2.7204348688562168,0.9467199793143224
GLC9219,2016-07-26,"Zunheboto, Nagaland, India",26.0101,94.5282,0.0,landslide,downpour,Nagaland,5km,nasa_glc,1,1715,15,126,44,23.54167422044961,245,75.3118926856051,3120.5,44.51999877393246,72.41499825939536,116.61999775003642,221.14499526284635,419.6974897366017,0.4006117880344391,0.420001745223999,2.8675968527240165,0.5863743640762008
GLC9251,2016-07-28,"Government Middle School (GMS) Kiphire station “B”, Kiphire, Nagaland, India",25.8702,94.7844,0.0,landslide,downpour,Nagaland,1km,nasa_glc,1,1141,14,246,46,22.467255050992044,145,437.83040575172544,6478.666666666667,12.77499958127737,53.139998563565314,101.97999746818095,246.90499479230493,424.6159907532856,0.4090786874294281,0.43133336305618286,,0.5591694722852648
GLC9232,2016-07-28,"Ngur, near Mizoram-Myanmar border, India",23.5397,93.3783,2.0,landslide,continuous_rain,Mizoram,1km,nasa_glc,1,1574,11,188,48,27.037820031208447,286,854.6581708667267,4371.0,8.794999673962593,47.069998893886805,81.94999784044921,134.2549965530634,249.61949372384697,0.3736134469509125,0.35816746950149536,,0.5616113149843904
GLC9252,2016-07-28,"Dolma Lhakang complex, Lumla, Tawang,  Arunachal Pradesh, India",27.5748,91.8644,0.0,landslide,monsoon,Arunachal Pradesh,5km,nasa_glc,1,2685,10,66,41,18.280320557958614,174,144.30747553873073,6949.333333333333,22.01499968767166,79.29499808885157,112.74999713525176,172.94999582041055,352.6929915798828,0.37225541472435,0.38472920656204224,3.44585728558507,0.6462351488053006
GLC9464,2016-08-05,Babrang village under Jang circle in Tawang district,27.5754,91.9754,0.0,landslide,downpour,Arunachal Pradesh,5km,nasa_glc,1,2434,24,0,48,25.85534506845486,312,187.62696137764945,7805.5,6.69500008225441,14.794999958015978,55.27399873081595,179.88899608328938,332.6289923414588,0.3633324205875397,0.38385841250419617,2.2034582521374464,0.567743513068553
LS1,2016-09-17,Tlangval,23.73,92.72,5.0,Debris slide,Monsoon,Mizoram,exact,mizoram_paper_2026,1,1008,27,63,44,22.892530698919778,222,271.5359937464843,3528.6666666666665,44.59499909449369,49.594998930580914,174.05499590467662,202.5099952267483,454.1344892065972,0.37543433904647827,0.39395347237586975,0.29729704672398816,0.6036453371394004
GLC9620,2016-10-15,Rangpo,27.172,88.5292,0.0,landslide,downpour,Sikkim,5km,nasa_glc,1,364,25,351,51,14.82825189572396,153,51.54229897301868,4708.5,0.41999998688697815,48.78499874472618,105.72499784454703,141.04599713347852,355.505992137827,0.35519880056381226,0.3754718601703644,-1.005049478693044,0.5460274302283451
GLC9619,2016-10-15,Namchi,27.1695,88.3664,0.0,landslide,rain,Sikkim,5km,nasa_glc,1,1603,12,216,55,26.556511400980284,220,68.230268159974,6498.5,0.0,38.279999017715454,112.05499653145671,131.56049614958465,383.5754898414016,0.24360747635364532,0.21204259991645813,0.2568195849171051,0.5713166801245673
LS2,2017-09-17,College Veng,23.72,92.72,0.0,Shale failure,Monsoon,Mizoram,exact,mizoram_paper_2026,1,1096,31,78,44,24.948658756175252,192,152.14569144793919,2837.0,10.55999952275306,22.834999275393784,60.59499889239669,121.80999772436917,474.6689901370555,0.3602112829685211,0.37361758947372437,-2.354654956287118,0.6140878959382563
LS3,2019-07-02,Durtlang Leitan,23.77,92.74,3.0,Translational slide,Monsoon,Mizoram,exact,mizoram_paper_2026,1,1219,13,16,35,22.51935792838432,248,404.6669642819965,4214.666666666667,9.988999828696251,65.14899830520153,67.41399826481938,117.06399683002383,322.0939916456118,0.33673757314682007,0.3472094237804413,0.3839019294337218,0.7860168152429201
LS5,2021-06-13,"Ngaizel, Kulikawn",23.73,92.73,0.0,Rockslide,Monsoon,Mizoram,exact,mizoram_paper_2026,1,801,14,25,36,18.76798965919189,144,689.245589871143,5449.666666666667,14.769999623298645,173.5999978221953,208.10999729391187,242.58299639541656,333.5479946359992,0.3637973666191101,0.35867416858673096,-0.7058373430421341,0.739658644157511
LS6,2024-05-28,Melthum quarry,23.7,92.72,15.0,Quarry collapse,Cyclone Remal,Mizoram,exact,mizoram_paper_2026,1,1067,9,6,52,33.27746605707952,303,24.120109067431983,6716.666666666667,172.76999570801854,261.9999943263829,284.10999380704015,295.7649934897199,441.2249898137525,0.3283475935459137,0.2828817069530487,4.935536532165024,0.5523533660947689
LS7,2024-05-28,Hlimen,23.7,92.72,6.0,Debris slide,Cyclone Remal,Mizoram,exact,mizoram_paper_2026,1,1067,9,6,52,33.27746605707952,303,24.120109067431983,6716.666666666667,172.76999570801854,261.9999943263829,284.10999380704015,295.7649934897199,441.2249898137525,0.3283475935459137,0.2828817069530487,4.935536532165024,0.5523533660947689
LS8,2024-05-28,Salem Veng,23.74,92.72,3.0,Building collapse,Cyclone Remal,Mizoram,exact,mizoram_paper_2026,1,1000,20,169,53,25.526186409380465,299,110.36159052051526,4232.333333333333,172.76999682933092,282.8799945935607,319.0599939972162,330.15499371662736,447.8499912535772,0.3283475935459137,0.2828817069530487,1.2617249948995668,0.5449232812185487
