id,date,location,lat,lon,fatalities,type,trigger,state,location_accuracy,source
GLC5430,2013-09-01,"Tamenglong- Khongsang Road, Manipur",24.9037,93.487,0,mudslide,continuous_rain,Manipur,25km,nasa_glc
GLC5429,2013-09-01,Tamabong Village In Sikkim State,27.3425,88.2426,5,landslide,downpour,Sikkim,50km,nasa_glc
GLC5442,2013-09-02,Arunachal Pradesh,27.1614,93.7525,0,landslide,downpour,Arunachal Pradesh,unknown,nasa_glc
GLC5441,2013-09-02,"Gosang Village Under Jengging Circle, Arunachal Pradesh",28.611,94.9829,0,landslide,downpour,Arunachal Pradesh,5km,nasa_glc
GLC5476,2013-09-07,14 Milestone Of J N Marg Near Kyangnosola (East Sikkim),27.3736,88.7323,0,landslide,rain,Sikkim,25km,nasa_glc
GLC5552,2013-09-24,"Ukhrul, Manipur",25.0985,94.3619,0,landslide,unknown,Manipur,5km,nasa_glc
GLC5575,2013-10-05,"Chiechama, Nagaland",25.8266,94.1497,0,mudslide,continuous_rain,Nagaland,5km,nasa_glc
GLC5582,2013-10-06,"Batahguli, Guwahati, Assam",26.1309,91.8383,1,landslide,downpour,Assam,5km,nasa_glc
GLC5603,2013-10-13,"Tusom, Manipur",25.426,94.6024,0,mudslide,downpour,Manipur,5km,nasa_glc
GLC6015,2014-05-08,Lohit District of Arunachal Pradesh,27.9032,96.174,0,mudslide,rain,Arunachal Pradesh,1km,nasa_glc
GLC6016,2014-05-09,"Satgarakul Village, Karimganj, Assam State",24.8669,92.3576,7,landslide,rain,Assam,1km,nasa_glc
GLC6105,2014-06-26,Arunachal Pradesh,28.9205,95.3429,0,landslide,continuous_rain,Arunachal Pradesh,unknown,nasa_glc
GLC6106,2014-06-26,Narakasur,26.1407,91.7645,3,landslide,continuous_rain,Assam,5km,nasa_glc
GLC6107,2014-06-26,Bamunimaidam,26.1844,91.7896,1,landslide,continuous_rain,Assam,5km,nasa_glc
GLC6110,2014-06-27,"Bhangagarh, Assam",26.1619,91.7697,3,landslide,rain,Assam,exact,nasa_glc
GLC6143,2014-07-14,"Zembabawk, Aizawl",23.7327,92.7463,1,landslide,downpour,Mizoram,5km,nasa_glc
GLC6513,2014-08-14,Sabroom,23.0137,91.7174,3,mudslide,downpour,Tripura,5km,nasa_glc
GLC6200,2014-08-17,Arunachal Pradesh/Itanagar,27.0869,93.6086,0,landslide,downpour,Arunachal Pradesh,10km,nasa_glc
GLC6288,2014-09-22,Noonmati,26.1985,91.7998,0,landslide,rain,Assam,5km,nasa_glc
GLC6283,2014-09-22,Dakhingaon,26.1314,91.7548,0,landslide,rain,Assam,1km,nasa_glc
GLC6286,2014-09-22,Garchuk,26.1044,91.7082,0,landslide,rain,Assam,5km,nasa_glc
GLC6284,2014-09-22,Batahghuli,26.1324,91.8342,0,landslide,rain,Assam,5km,nasa_glc
GLC6287,2014-09-22,Dhirenpara,26.1295,91.7056,0,landslide,rain,Assam,5km,nasa_glc
GLC6285,2014-09-22,VIP Road,26.159,91.8178,0,landslide,rain,Assam,5km,nasa_glc
GLC6292,2014-09-23,Hatsingimari,25.7238,89.9032,1,landslide,continuous_rain,Assam,5km,nasa_glc
GLC6290,2014-09-23,Mawbah under Mawprem area,25.5772,91.8666,8,landslide,continuous_rain,Meghalaya,5km,nasa_glc
GLC6222,2014-10-01,Karsingsa block point,27.1249,93.7706,5,landslide,unknown,Arunachal Pradesh,5km,nasa_glc
GLC6293,2014-10-20,South West Garo Hills,25.5006,90.0896,6,landslide,rain,Meghalaya,50km,nasa_glc
GLC7591,2015-03-19,Ratacherra,25.0318,92.4584,0,landslide,rain,Assam,5km,nasa_glc
GLC7031,2015-05-24,"Bop, Sikkim",27.6163,88.6586,0,landslide,unknown,Sikkim,1km,nasa_glc
GLC6971,2015-06-09,"Itanagar, Arunachal Pradesh",27.0987,93.816,2,landslide,continuous_rain,Arunachal Pradesh,5km,nasa_glc
GLC6968,2015-06-13,"Ratacherra village along the NH-44 connecting to Barak Valley in Assam and Tripura, Meghalaya, Mizor",25.463,92.2121,4,landslide,continuous_rain,Meghalaya,5km,nasa_glc
GLC6969,2015-06-16,"Nakham Bazaar, Tura, Meghalaya",25.5114,90.215,4,landslide,downpour,Meghalaya,1km,nasa_glc
GLC6970,2015-06-16,Akonggre,25.5084,90.2191,1,rock_fall,downpour,Meghalaya,1km,nasa_glc
GLC6963,2015-06-19,"Muanna locality, Mizoram",23.7131,92.7362,0,landslide,rain,Mizoram,50km,nasa_glc
GLC6945,2015-06-19,"amei to Kangpokpi via Imphal road, 0.5 km from Tamei, Tamenglang District",25.16,93.686,0,landslide,monsoon,Manipur,1km,nasa_glc
GLC6990,2015-06-24,"New Land (""""New Colony"""")",26.0319,94.5466,0,landslide,continuous_rain,Nagaland,5km,nasa_glc
GLC7214,2015-07-15,Type-IV Colony of Seppa in East Kameng,27.36,93.0385,3,landslide,monsoon,Arunachal Pradesh,5km,nasa_glc
GLC7263,2015-07-22,"15 kms from Maram, National Highway-102/A (Maram Peren road)",25.4477,94.0489,0,landslide,continuous_rain,Manipur,1km,nasa_glc
GLC7264,2015-07-22,22 kms to 30 kms between Sangkungmai and Willong,25.4538,93.9827,0,landslide,continuous_rain,Manipur,5km,nasa_glc
GLC7253,2015-07-22,Lakhipur,24.7979,92.9974,5,landslide,continuous_rain,Assam,5km,nasa_glc
GLC7265,2015-07-22,Willong-Yangkhullen stretch,25.5007,93.9854,0,landslide,continuous_rain,Manipur,5km,nasa_glc
GLC7266,2015-07-22,Yangkhullen-Tamphung road till Nagaland border,25.5098,93.8794,0,landslide,continuous_rain,Manipur,10km,nasa_glc
GLC7279,2015-07-24,Tamenglong Ward No-IV,24.9818,93.5142,0,mudslide,monsoon,Manipur,50km,nasa_glc
GLC7276,2015-07-25,,26.1062,91.8717,2,landslide,continuous_rain,Assam,5km,nasa_glc
GLC7364,2015-07-31,Phungyar road,24.819,94.3551,0,landslide,continuous_rain,Manipur,10km,nasa_glc
GLC7372,2015-07-31,Naga Gate along the Ukhrul-Imphal route,25.0634,94.3415,0,mudslide,continuous_rain,Manipur,10km,nasa_glc
GLC7370,2015-08-01,between Moltuk to New Songjang village,24.1419,94.1078,0,landslide,continuous_rain,Manipur,5km,nasa_glc
GLC7385,2015-08-01,"Holenjang, Chandel district",24.004,93.9815,0,landslide,continuous_rain,Manipur,10km,nasa_glc
GLC7369,2015-08-01,between Chalong and Paraolon,24.1988,94.1016,0,landslide,continuous_rain,Manipur,10km,nasa_glc
GLC7383,2015-08-01,"Tuitung village, Khengjoi",23.899,94.1434,0,landslide,rain,Manipur,5km,nasa_glc
GLC7373,2015-08-01,between Maku village and Kamjong sub division,24.9111,94.4759,0,landslide,continuous_rain,Manipur,10km,nasa_glc
GLC7389,2015-08-01,between Bongyang and Lokchao along the Imphal-Moreh highway,24.4072,94.0644,0,landslide,continuous_rain,Manipur,5km,nasa_glc
GLC7371,2015-08-01,near S Lamphei Lamkhai and Sehlon village,23.9939,94.0573,0,landslide,continuous_rain,Manipur,50km,nasa_glc
GLC7388,2015-08-01,Senam,24.416,94.0984,0,landslide,continuous_rain,Manipur,5km,nasa_glc
GLC7374,2015-08-01,Ukhrul town Circular road from Rayotang to Viewland Zone II,25.1122,94.3591,0,landslide,continuous_rain,Manipur,10km,nasa_glc
GLC7409,2015-08-02,Meluri Sub-Division in Phek District of Nagaland,25.72,94.6219,0,landslide,continuous_rain,Nagaland,10km,nasa_glc
GLC7666,2015-08-11,Tousem,25.1019,93.3729,0,landslide,continuous_rain,Manipur,5km,nasa_glc
GLC7664,2015-08-11,Nungba,24.7459,93.4251,0,landslide,continuous_rain,Manipur,10km,nasa_glc
GLC7665,2015-08-11,Khoupum,24.7016,93.5291,0,landslide,continuous_rain,Manipur,5km,nasa_glc
GLC7660,2015-08-12,Phesama village,25.6237,94.1136,0,mudslide,continuous_rain,Nagaland,5km,nasa_glc
GLC7887,2015-08-16,Hawai,27.8835,96.9262,0,landslide,continuous_rain,Arunachal Pradesh,50km,nasa_glc
GLC7335,2015-08-18,Tura Civil Hospital,25.5145,90.2023,0,landslide,continuous_rain,Meghalaya,1km,nasa_glc
GLC7334,2015-08-18,Arunachal Pradesh,28.1737,94.7596,1,landslide,unknown,Arunachal Pradesh,unknown,nasa_glc
GLC7701,2015-08-19,Phesama,25.6278,94.1051,0,landslide,continuous_rain,Nagaland,5km,nasa_glc
GLC7699,2015-08-19,Zunheboto district,26.0214,94.5224,0,landslide,continuous_rain,Nagaland,50km,nasa_glc
GLC7589,2015-08-19,National Highway 44,25.2568,92.3825,0,landslide,rain,Meghalaya,25km,nasa_glc
GLC7590,2015-08-19,Tongseng,25.1416,92.3807,0,landslide,rain,Meghalaya,5km,nasa_glc
GLC7706,2015-08-19,National Highway at Kuliang,25.0728,92.3636,0,landslide,rain,Meghalaya,5km,nasa_glc
GLC7336,2015-08-19,NH-62 at Sibbari,25.2193,90.5549,0,landslide,continuous_rain,Meghalaya,10km,nasa_glc
GLC7727,2015-08-20,between Phesama and Kuima in Nagaland,25.6263,94.1057,0,landslide,continuous_rain,Nagaland,5km,nasa_glc
GLC7728,2015-08-22,Natonal Highway in Jorabat area,26.1028,91.8806,0,landslide,continuous_rain,Assam,5km,nasa_glc
GLC7780,2015-08-26,Sailam village,23.3572,92.7878,1,landslide,continuous_rain,Mizoram,5km,nasa_glc
GLC7778,2015-08-26,Phullen’s main road,23.8447,93.0514,0,mudslide,continuous_rain,Mizoram,10km,nasa_glc
GLC7836,2015-08-27,"National Highway 54, at Kawnpui town",24.042,92.6724,0,landslide,downpour,Mizoram,10km,nasa_glc
GLC7933,2015-09-01,Maligaon,26.1868,91.6739,2,rock_fall,rain,Assam,1km,nasa_glc
GLC7923,2015-09-01,Amingaon,26.49349035,91.72137514,2,landslide,rain,Assam,10km,nasa_glc
GLC7956,2015-09-05,Byrnihat,26.048,91.8695,0,landslide,unknown,Meghalaya,1km,nasa_glc
GLC8012,2015-09-06,"Umling, Meghalaya 793102, India",25.9703,91.8584,0,landslide,unknown,Meghalaya,1km,nasa_glc
GLC8224,2015-09-14,"Aizawl, Mizoram, India",23.7313,92.7187,0,landslide,downpour,Mizoram,5km,nasa_glc
GLC8223,2015-09-14,"Aizawl, Mizoram, India",23.7348,92.7187,0,landslide,downpour,Mizoram,5km,nasa_glc
GLC8339,2015-09-23,Kamakhya Temple,26.1666,91.7042,0,landslide,continuous_rain,Assam,1km,nasa_glc
GLC8366,2015-09-23,"Shillong, Meghalaya, India",25.583,91.893,2,landslide,downpour,Meghalaya,5km,nasa_glc
GLC9405,2016-04-19,"Techahan Ward, Mon, Nagaland, India",26.7223,95.0243,0,landslide,continuous_rain,Nagaland,1km,nasa_glc
GLC7655,2016-04-22,"Tawang, Arunachal Pradesh",27.5799,91.8569,17,landslide,continuous_rain,Arunachal Pradesh,5km,nasa_glc
GLC9404,2016-05-01,"Hayuliang, Anjaw district,Arunachal Pradesh, India",28.0822,96.5316,0,landslide,downpour,Arunachal Pradesh,1km,nasa_glc
GLC9335,2016-05-18,"Bilaipur, Hailakandi district, Assam, India",24.5202,92.7239,2,landslide,continuous_rain,Assam,1km,nasa_glc
GLC9338,2016-05-18,"Sonachirra, Karimganj district, Assam, India",24.4638,92.4943,5,landslide,continuous_rain,Assam,10km,nasa_glc
GLC9334,2016-05-18,"Bilaipur, Hailakandi district, Assam, India",24.5204,92.7264,2,landslide,continuous_rain,Assam,1km,nasa_glc
GLC9168,2016-06-12,"NH 13 10 kilometers from Old Ziro, Arunachal Pradesh, India",27.6438,93.871,0,landslide,downpour,Arunachal Pradesh,10km,nasa_glc
GLC9142,2016-06-14,"lower Majakong Ward, Mokokchung, Nagaland, India",26.3185,94.5247,0,landslide,continuous_rain,Nagaland,1km,nasa_glc
GLC8222,2016-06-22,"Piyali Phukan Nagar, Guwahati, India",26.1961,91.7825,1,mudslide,downpour,Assam,5km,nasa_glc
GLC8237,2016-07-01,"Old Inspection Bungalow, Bhalukpong town, West Kameng, Arunachal Pradesh, India",27.0136,92.6351,5,landslide,downpour,Arunachal Pradesh,1km,nasa_glc
GLC8900,2016-07-07,"Imphal-Ukhrul sector of National Highway 102, Manipur, India",25.0118,94.3136,0,landslide,monsoon,Manipur,25km,nasa_glc
GLC8684,2016-07-07,"Kamrup district, Assam, India",25.9611,91.3681,2,landslide,continuous_rain,Assam,50km,nasa_glc
GLC8901,2016-07-10,"National Highway 2, near Kohima, Nagaland, India",25.7902,94.1318,0,landslide,downpour,Nagaland,25km,nasa_glc
GLC8930,2016-07-11,"North Point Colony, Akuluto, Nagaland, India",26.1699,94.4922,0,landslide,unknown,Nagaland,1km,nasa_glc
GLC8995,2016-07-14,"Noonmati Nijarapar area of the city, Guwahati, Assam, India",26.1963,91.8074,1,landslide,monsoon,Assam,5km,nasa_glc
GLC8996,2016-07-14,"Pub Sarania hill, South Sarania, Guwahati, Assam, India",26.1768,91.7702,1,landslide,monsoon,Assam,1km,nasa_glc
GLC9051,2016-07-19,"12th Mile area at Jorabat, Meghalaya, India",26.09748244,91.8744337,0,landslide,unknown,Meghalaya,25km,nasa_glc
GLC9124,2016-07-19,"Rongthragittim Songittal village, near Sibbari, South Garo Hills District, Meghalaya, India",25.203,90.5573,0,translational_slide,continuous_rain,Meghalaya,5km,nasa_glc
GLC9186,2016-07-25,"Imphal-Dimapur road  in Tadubi, Senapati district, Manipur, India",25.48,94.1383,0,landslide,continuous_rain,Manipur,1km,nasa_glc
GLC9219,2016-07-26,"Zunheboto, Nagaland, India",26.0101,94.5282,0,landslide,downpour,Nagaland,5km,nasa_glc
GLC9251,2016-07-28,"Government Middle School (GMS) Kiphire station “B”, Kiphire, Nagaland, India",25.8702,94.7844,0,landslide,downpour,Nagaland,1km,nasa_glc
GLC9232,2016-07-28,"Ngur, near Mizoram-Myanmar border, India",23.5397,93.3783,2,landslide,continuous_rain,Mizoram,1km,nasa_glc
GLC9252,2016-07-28,"Dolma Lhakang complex, Lumla, Tawang,  Arunachal Pradesh, India",27.5748,91.8644,0,landslide,monsoon,Arunachal Pradesh,5km,nasa_glc
GLC9464,2016-08-05,Babrang village under Jang circle in Tawang district,27.5754,91.9754,0,landslide,downpour,Arunachal Pradesh,5km,nasa_glc
LS1,2016-09-17,Tlangval,23.73,92.72,5,Debris slide,Monsoon,Mizoram,exact,mizoram_paper_2026
GLC9620,2016-10-15,Rangpo,27.172,88.5292,0,landslide,downpour,Sikkim,5km,nasa_glc
GLC9619,2016-10-15,Namchi,27.1695,88.3664,0,landslide,rain,Sikkim,5km,nasa_glc
LS2,2017-09-17,College Veng,23.72,92.72,0,Shale failure,Monsoon,Mizoram,exact,mizoram_paper_2026
LS3,2019-07-02,Durtlang Leitan,23.77,92.74,3,Translational slide,Monsoon,Mizoram,exact,mizoram_paper_2026
LS5,2021-06-13,"Ngaizel, Kulikawn",23.73,92.73,0,Rockslide,Monsoon,Mizoram,exact,mizoram_paper_2026
LS6,2024-05-28,Melthum quarry,23.70,92.72,15,Quarry collapse,Cyclone Remal,Mizoram,exact,mizoram_paper_2026
LS7,2024-05-28,Hlimen,23.70,92.72,6,Debris slide,Cyclone Remal,Mizoram,exact,mizoram_paper_2026
LS8,2024-05-28,Salem Veng,23.74,92.72,3,Building collapse,Cyclone Remal,Mizoram,exact,mizoram_paper_2026
LS9,2024-05-28,Falkawn,23.68,92.73,2,Debris slide,Cyclone Remal,Mizoram,exact,mizoram_paper_2026
LS10,2024-05-28,Chawnpui,23.72,92.71,8,Debris slide,Cyclone Remal,Mizoram,exact,mizoram_paper_2026
LS11,2024-05-28,Republic Veng cemetery,23.73,92.72,0,Multiple slides,Cyclone Remal,Mizoram,exact,mizoram_paper_2026
LS12,2024-05-28,"BSUP, Durtlang",23.77,92.74,0,Debris flow,Cyclone Remal,Mizoram,exact,mizoram_paper_2026
LS13,2024-05-28,"NH-6, Hunthar",23.74,92.71,0,Road blockage,Cyclone Remal,Mizoram,exact,mizoram_paper_2026
LS14,2024-05-30,Thuampui,23.75,92.73,1,Wall failure,Monsoon,Mizoram,exact,mizoram_paper_2026
LS15,2024-07-02,Zemabawk,23.76,92.74,3,Debris slide,Monsoon,Mizoram,exact,mizoram_paper_2026
LS16,2024-07-02,Zuangtui,23.76,92.73,0,Debris slide,Monsoon,Mizoram,exact,mizoram_paper_2026
LS17,2024-08-28,Kawnpui,24.03,92.62,0,Landslide,Monsoon,Mizoram,exact,mizoram_paper_2026
LS18,2025-05-30,Thuampui,23.75,92.73,1,Wall failure,Monsoon,Mizoram,exact,mizoram_paper_2026
LS19,2025-05-30,Rangvamual,23.74,92.72,0,Rockfall,Monsoon,Mizoram,exact,mizoram_paper_2026
